Here are the IP addresses extracted (in the order they appear):

kempower.io,52.85.31.81
kempower.io,52.85.31.98
kempower.io,52.85.31.42
kempower.io,52.85.31.104
kempower.io,3.170.185.12
kempower.io,3.170.185.62
kempower.io,3.170.185.85
kempower.io,18.161.156.15
kempower.io,18.161.156.7
kempower.io,18.161.156.75
kempower.io,18.161.156.88
kempower.io,3.170.185.32
kempower.io,3.169.202.47
kempower.io,3.169.202.39
kempower.io,3.169.202.24
kempower.io,3.169.202.67
kempower.io,18.238.176.2
kempower.io,18.238.176.11
kempower.io,18.238.176.124
kempower.io,3.162.103.78
kempower.io,3.162.103.53
kempower.io,3.162.103.83
kempower.io,3.162.103.41
kempower.io,18.160.143.125
kempower.io,18.238.176.76
kempower.io,18.66.255.119
kempower.io,18.66.255.39
kempower.io,18.66.255.90
kempower.io,18.66.255.54
kempower.io,65.8.178.39
kempower.io,65.8.178.112
kempower.io,65.8.178.110
kempower.io,65.8.178.15
kempower.io,3.161.163.30
kempower.io,3.161.163.128
kempower.io,3.161.163.2
kempower.io,3.161.163.112
kempower.io,108.138.36.76
kempower.io,108.138.36.6
kempower.io,108.138.36.110
kempower.io,108.138.36.89
kempower.io,13.249.85.2
kempower.io,13.249.85.41
kempower.io,13.249.85.28
kempower.io,13.249.85.113
kempower.io,18.64.155.100
kempower.io,18.64.155.84
kempower.io,18.64.155.42
kempower.io,18.64.155.36
kempower.io,13.249.141.66
kempower.io,13.249.141.74
kempower.io,13.249.141.8
kempower.io,13.249.141.127
kempower.io,54.230.225.128
kempower.io,54.230.225.124
kempower.io,54.230.225.52
kempower.io,54.230.225.35
kempower.io,108.157.150.67
kempower.io,108.157.150.45
kempower.io,108.157.150.93
kempower.io,108.157.150.34
kempower.io,18.160.200.26
kempower.io,18.160.200.43
kempower.io,18.160.200.6
kempower.io,18.160.200.44
kempower.io,13.226.100.69
kempower.io,13.226.100.29
kempower.io,13.226.100.128
kempower.io,13.226.100.113
kempower.io,108.156.120.4
kempower.io,108.156.120.16
kempower.io,108.156.120.75
kempower.io,108.156.120.34
kempower.io,13.249.74.96
kempower.io,13.249.74.38
kempower.io,13.249.74.49
kempower.io,13.249.74.59
kempower.io,65.8.56.78
kempower.io,65.8.56.119
kempower.io,65.8.56.84
kempower.io,65.8.56.38
kempower.io,54.230.15.111
kempower.io,54.230.15.65
kempower.io,54.230.15.110
kempower.io,54.230.15.22
kempower.io,13.249.38.79
kempower.io,13.249.38.89
kempower.io,13.249.38.120
kempower.io,13.249.38.18
kempower.io,13.249.135.23
kempower.io,13.249.135.119
kempower.io,13.249.135.40
kempower.io,13.249.135.105
kempower.io,13.249.137.5
kempower.io,13.249.137.33
kempower.io,13.249.137.117
kempower.io,13.249.137.6
kempower.io,13.226.103.42
kempower.io,13.226.103.41
kempower.io,13.226.103.27
kempower.io,13.226.103.15
kempower.io,65.8.49.103
kempower.io,65.8.49.72
kempower.io,65.8.49.68
kempower.io,65.8.49.32
kempower.io,52.85.91.23
kempower.io,52.85.91.60
kempower.io,52.85.91.66
kempower.io,52.85.91.123
kempower.io,13.226.93.90
kempower.io,13.226.93.3
kempower.io,13.226.93.59
kempower.io,13.226.93.13
kempower.io,13.249.139.83
kempower.io,13.249.139.68
kempower.io,13.249.139.59
kempower.io,13.249.139.52
kempower.io,13.226.99.5
kempower.io,13.226.99.2
kempower.io,13.226.99.37
kempower.io,13.226.99.97
kempower.io,13.249.44.24
kempower.io,13.249.44.7
kempower.io,13.249.44.129
kempower.io,13.249.44.99
kempower.io,99.86.189.107
kempower.io,99.86.189.87
kempower.io,99.86.189.51
kempower.io,99.86.189.123
kempower.io,52.85.86.113
kempower.io,52.85.86.104
kempower.io,52.85.86.25
kempower.io,52.85.86.22
kempower.io,13.225.229.24
kempower.io,13.225.229.64
kempower.io,13.225.229.113
kempower.io,13.225.229.122
kempower.io,13.249.112.42
kempower.io,13.249.112.126
kempower.io,13.249.112.16
kempower.io,13.249.112.102
kempower.io,13.249.134.23
kempower.io,13.249.134.117
kempower.io,13.249.134.116
kempower.io,13.249.134.75
kempower.io,13.249.43.16
kempower.io,13.249.43.5
